x,y,z,v
-31,26,18,0
-31,27,18,0
-31,28,18,0
-31,29,18,0
-31,30,18,0
-31,31,18,0
-31,32,18,0
-31,33,18,0
-31,34,18,0
-31,35,18,0
-31,36,18,0
-31,37,18,0
-31,38,18,0
-31,39,18,0
-32,39,18,0
-32,38,18,0
-32,37,18,0
-32,36,18,0
-32,35,18,0
-32,34,18,0
-32,33,18,0
-32,32,18,0
-32,31,18,0
-32,30,18,0
-32,29,18,0
-32,28,18,0
-32,27,18,0
-32,26,18,0
-32,25,18,0
-32,24,18,0
-32,23,18,0
-32,22,18,0
-32,21,18,0
-32,20,18,0
-32,19,18,0
-32,18,18,0
-32,17,18,0
-32,16,18,0
-32,15,18,0
-32,14,18,0
-32,13,18,0
-32,12,18,0
-32,11,18,0
-32,10,18,0
-32,9,18,0
-32,8,18,0
-32,7,18,0
-32,6,18,0
-32,5,18,0
-32,4,18,0
-32,3,18,0
-32,2,18,0
-32,1,18,0
-32,0,18,0
-33,0,18,0
-33,1,18,0
-33,2,18,0
-33,3,18,0
-33,4,18,0
-33,5,18,0
-33,6,18,0
-33,7,18,0
-33,8,18,0
-33,9,18,0
-33,10,18,0
-33,11,18,0
-33,12,18,0
-33,13,18,0
-33,14,18,0
-33,15,18,0
-33,16,18,0
-33,17,18,0
-33,18,18,0
-33,19,18,0
-33,20,18,0
-33,21,18,0
-33,22,18,0
-33,23,18,0
-33,24,18,0
-33,25,18,0
-33,26,18,0
-33,27,18,0
-33,28,18,0
-33,29,18,0
-33,30,18,0
-33,31,18,0
-33,32,18,0
-33,33,18,0
-33,34,18,0
-33,35,18,0
-33,36,18,0
-33,37,18,0
-33,38,18,0
-33,39,18,0
-34,39,18,0
-34,38,18,0
-34,37,18,0
-34,36,18,0
-34,35,18,0
-34,34,18,0
-34,33,18,0
-34,32,18,0
-34,31,18,0
-34,30,18,0
-34,29,18,0
-34,28,18,0
-34,27,18,0
-34,26,18,0
-34,25,18,0
-34,24,18,0
-34,23,18,0
-34,22,18,0
-34,21,18,0
-34,20,18,0
-34,19,18,0
-34,18,18,0
-34,17,18,0
-34,16,18,0
-34,15,18,0
-34,14,18,0
-34,13,18,0
-34,12,18,0
-34,11,18,0
-34,10,18,0
-34,9,18,0
-34,8,18,0
-34,7,18,0
-34,6,18,0
-34,5,18,0
-34,4,18,0
-34,3,18,0
-34,2,18,0
-34,1,18,0
-34,0,18,0
-35,0,18,0
-35,1,18,0
-35,2,18,0
-35,3,18,0
-35,4,18,0
-35,5,18,0
-35,6,18,0
-35,7,18,0
-35,8,18,0
-35,9,18,0
-35,10,18,0
-35,11,18,0
-35,12,18,0
-35,13,18,0
-35,14,18,0
-35,15,18,0
-35,16,18,0
-35,17,18,0
-35,18,18,0
-35,19,18,0
-35,20,18,0
-35,21,18,0
-35,22,18,0
-35,23,18,0
-35,24,18,0
-35,25,18,0
-35,26,18,0
-35,27,18,0
-35,28,18,0
-35,29,18,0
-35,30,18,0
-35,31,18,0
-35,32,18,0
-35,33,18,0
-35,34,18,0
-35,35,18,0
-35,36,18,0
-35,37,18,0
-35,38,18,0
-35,39,18,0
-36,39,18,0
-36,38,18,0
-36,37,18,0
-36,36,18,0
-36,35,18,0
-36,34,18,0
-36,33,18,0
-36,32,18,0
-36,31,18,0
-36,30,18,0
-36,29,18,0
-36,28,18,0
-36,27,18,0
-36,26,18,0
-36,25,18,0
-36,24,18,0
-36,23,18,0
-36,22,18,0
-36,21,18,0
-36,20,18,0
-36,19,18,0
-36,18,18,0
-36,17,18,0
-36,16,18,0
-36,15,18,0
-36,14,18,0
-36,13,18,0
-36,12,18,0
-36,11,18,0
-36,10,18,0
-36,9,18,0
-36,8,18,0
-36,7,18,0
-36,6,18,0
-36,5,18,0
-36,4,18,0
-36,3,18,0
-36,2,18,0
-36,1,18,0
-36,0,18,0
-37,0,18,0
-37,1,18,0
-37,2,18,0
-37,3,18,0
-37,4,18,0
-37,5,18,0
-37,6,18,0
-37,7,18,0
-37,8,18,0
-37,9,18,0
-37,10,18,0
-37,11,18,0
-37,12,18,0
-37,13,18,0
-37,14,18,0
-37,15,18,0
-37,16,18,0
-37,17,18,0
-37,18,18,0
-37,19,18,0
-37,20,18,0
-37,21,18,0
-37,22,18,0
-37,23,18,0
-37,24,18,0
-37,25,18,0
-37,26,18,0
-37,27,18,0
-37,28,18,0
-37,29,18,0
-37,30,18,0
-37,31,18,0
-37,32,18,0
-37,33,18,0
-37,34,18,0
-37,35,18,0
-37,36,18,0
-37,37,18,0
-37,38,18,0
-37,39,18,0
-38,39,18,0
-38,38,18,0
-38,37,18,0
-38,36,18,0
-38,35,18,0
-38,34,18,0
-38,33,18,0
-38,32,18,0
-38,31,18,0
-38,30,18,0
-38,29,18,0
-38,28,18,0
-38,27,18,0
-38,26,18,0
-38,25,18,0
-38,24,18,0
-38,23,18,0
-38,22,18,0
-38,21,18,0
-38,20,18,0
-38,19,18,0
-38,18,18,0
-38,17,18,0
-38,16,18,0
-38,15,18,0
-38,14,18,0
-38,13,18,0
-38,12,18,0
-38,11,18,0
-38,10,18,0
-38,9,18,0
-38,8,18,0
-38,7,18,0
-38,6,18,0
-38,5,18,0
-38,4,18,0
-38,3,18,0
-38,2,18,0
-38,1,18,0
-38,0,18,0
-39,0,18,0
-39,1,18,0
-39,2,18,0
-39,3,18,0
-39,4,18,0
-39,5,18,0
-39,6,18,0
-39,7,18,0
-39,8,18,0
-39,9,18,0
-39,10,18,0
-39,11,18,0
-39,12,18,0
-39,13,18,0
-39,14,18,0
-39,15,18,0
-39,16,18,0
-39,17,18,0
-39,18,18,0
-39,19,18,0
-39,20,18,0
-39,21,18,0
-39,22,18,0
-39,23,18,0
-39,24,18,0
-39,25,18,0
-39,26,18,0
-39,27,18,0
-39,28,18,0
-39,29,18,0
-39,30,18,0
-39,31,18,0
-39,32,18,0
-39,33,18,0
-39,34,18,0
-39,35,18,0
-39,36,18,0
-39,37,18,0
-39,38,18,0
-39,39,18,0
-40,39,18,0
-40,38,18,0
-40,37,18,0
-40,36,18,0
-40,35,18,0
-40,34,18,0
-40,33,18,0
-40,32,18,0
-40,31,18,0
-40,30,18,0
-40,29,18,0
-40,28,18,0
-40,27,18,0
-40,26,18,0
-40,25,18,0
-40,24,18,0
-40,23,18,0
-40,22,18,0
-40,21,18,0
-40,20,18,0
-40,19,18,0
-40,18,18,0
-40,17,18,0
-40,16,18,0
-40,15,18,0
-40,14,18,0
-40,13,18,0
-40,12,18,0
-40,11,18,0
-40,10,18,0
-40,9,18,0
-40,8,18,0
-40,7,18,0
-40,6,18,0
-40,5,18,0
-40,4,18,0
-40,3,18,0
-40,2,18,0
-40,1,18,0
-40,0,18,0
-40,0,19,0
-40,1,19,0
-40,2,19,0
-40,3,19,0
-40,4,19,0
-40,5,19,0
-40,6,19,0
-40,7,19,0
-40,8,19,0
-40,9,19,0
-40,10,19,0
-40,11,19,0
-40,12,19,0
-40,13,19,0
-40,14,19,0
-40,15,19,0
-40,16,19,0
-40,17,19,0
-40,18,19,0
-40,19,19,0
-40,20,19,0
-40,21,19,0
-40,22,19,0
-40,23,19,0
-40,24,19,0
-40,25,19,0
-40,26,19,0
-40,27,19,0
-40,28,19,0
-40,29,19,0
-40,30,19,0
-40,31,19,0
-40,32,19,0
-40,33,19,0
-40,34,19,0
-40,35,19,0
-40,36,19,0
-40,37,19,0
-40,38,19,0
-40,39,19,0
-39,39,19,0
-39,38,19,0
-39,37,19,0
-39,36,19,0
-39,35,19,0
-39,34,19,0
-39,33,19,0
-39,32,19,0
-39,31,19,0
-39,30,19,0
-39,29,19,0
-39,28,19,0
-39,27,19,0
-39,26,19,0
-39,25,19,0
-39,24,19,0
-39,23,19,0
-39,22,19,0
-39,21,19,0
-39,20,19,0
-39,19,19,0
-39,18,19,0
-39,17,19,0
-39,16,19,0
-39,15,19,0
-39,14,19,0
-39,13,19,0
-39,12,19,0
-39,11,19,0
-39,10,19,0
-39,9,19,0
-39,8,19,0
-39,7,19,0
-39,6,19,0
-39,5,19,0
-39,4,19,0
-39,3,19,0
-39,2,19,0
-39,1,19,0
-39,0,19,0
-38,0,19,0
-38,1,19,0
-38,2,19,0
-38,3,19,0
-38,4,19,0
-38,5,19,0
-38,6,19,0
-38,7,19,0
-38,8,19,0
-38,9,19,0
-38,10,19,0
-38,11,19,0
-38,12,19,0
-38,13,19,0
-38,14,19,0
-38,15,19,0
-38,16,19,0
-38,17,19,0
-38,18,19,0
-38,19,19,0
-38,20,19,0
-38,21,19,0
-38,22,19,0
-38,23,19,0
-38,24,19,0
-38,25,19,0
-38,26,19,0
-38,27,19,0
-38,28,19,0
-38,29,19,0
-38,30,19,0
-38,31,19,0
-38,32,19,0
-38,33,19,0
-38,34,19,0
-38,35,19,0
-38,36,19,0
-38,37,19,0
-38,38,19,0
-38,39,19,0
-37,39,19,0
-37,38,19,0
-37,37,19,0
-37,36,19,0
-37,35,19,0
-37,34,19,0
-37,33,19,0
-37,32,19,0
-37,31,19,0
-37,30,19,0
-37,29,19,0
-37,28,19,0
-37,27,19,0
-37,26,19,0
-37,25,19,0
-37,24,19,0
-37,23,19,0
-37,22,19,0
-37,21,19,0
-37,20,19,0
-37,19,19,0
-37,18,19,0
-37,17,19,0
-37,16,19,0
-37,15,19,0
-37,14,19,0
-37,13,19,0
-37,12,19,0
-37,11,19,0
-37,10,19,0
-37,9,19,0
-37,8,19,0
-37,7,19,0
-37,6,19,0
-37,5,19,0
-37,4,19,0
-37,3,19,0
-37,2,19,0
-37,1,19,0
-37,0,19,0
-36,0,19,0
-36,1,19,0
-36,2,19,0
-36,3,19,0
-36,4,19,0
-36,5,19,0
-36,6,19,0
-36,7,19,0
-36,8,19,0
-36,9,19,0
-36,10,19,0
-36,11,19,0
-36,12,19,0
-36,13,19,0
-36,14,19,0
-36,15,19,0
-36,16,19,0
-36,17,19,0
-36,18,19,0
-36,19,19,0
-36,20,19,0
-36,21,19,0
-36,22,19,0
-36,23,19,0
-36,24,19,0
-36,25,19,0
-36,26,19,0
-36,27,19,0
-36,28,19,0
-36,29,19,0
-36,30,19,0
-36,31,19,0
-36,32,19,0
-36,33,19,0
-36,34,19,0
-36,35,19,0
-36,36,19,0
-36,37,19,0
-36,38,19,0
-36,39,19,0
-35,39,19,0
-35,38,19,0
-35,37,19,0
-35,36,19,0
-35,35,19,0
-35,34,19,0
-35,33,19,0
-35,32,19,0
-35,31,19,0
-35,30,19,0
-35,29,19,0
-35,28,19,0
-35,27,19,0
-35,26,19,0
-35,25,19,0
-35,24,19,0
-35,23,19,0
-35,22,19,0
-35,21,19,0
-35,20,19,0
-35,19,19,0
-35,18,19,0
-35,17,19,0
-35,16,19,0
-35,15,19,0
-35,14,19,0
-35,13,19,0
-35,12,19,0
-35,11,19,0
-35,10,19,0
-35,9,19,0
-35,8,19,0
-35,7,19,0
-35,6,19,0
-35,5,19,0
-35,4,19,0
-35,3,19,0
-35,2,19,0
-35,1,19,0
-35,0,19,0
-34,0,19,0
-34,1,19,0
-34,2,19,0
-34,3,19,0
-34,4,19,0
-34,5,19,0
-34,6,19,0
-34,7,19,0
-34,8,19,0
-34,9,19,0
-34,10,19,0
-34,11,19,0
-34,12,19,0
-34,13,19,0
-34,14,19,0
-34,15,19,0
-34,16,19,0
-34,17,19,0
-34,18,19,0
-34,19,19,0
-34,20,19,0
-34,21,19,0
-34,22,19,0
-34,23,19,0
-34,24,19,0
-34,25,19,0
-34,26,19,0
-34,27,19,0
-34,28,19,0
-34,29,19,0
-34,30,19,0
-34,31,19,0
-34,32,19,0
-34,33,19,0
-34,34,19,0
-34,35,19,0
-34,36,19,0
-34,37,19,0
-34,38,19,0
-34,39,19,0
-33,39,19,0
-33,38,19,0
-33,37,19,0
-33,36,19,0
-33,35,19,0
-33,34,19,0
-33,33,19,0
-33,32,19,0
-33,31,19,0
-33,30,19,0
-33,29,19,0
-33,28,19,0
-33,27,19,0
-33,26,19,0
-33,25,19,0
-33,24,19,0
-33,23,19,0
-33,22,19,0
-33,21,19,0
-33,20,19,0
-33,19,19,0
-33,18,19,0
-33,17,19,0
-33,16,19,0
-33,15,19,0
-33,14,19,0
-33,13,19,0
-33,12,19,0
-33,11,19,0
-33,10,19,0
-33,9,19,0
-33,8,19,0
-33,7,19,0
-33,6,19,0
-33,5,19,0
-33,4,19,0
-33,3,19,0
-33,2,19,0
-33,1,19,0
-33,0,19,0
-32,0,19,0
-32,1,19,0
-32,2,19,0
-32,3,19,0
-32,4,19,0
-32,5,19,0
-32,6,19,0
-32,7,19,0
-32,8,19,0
-32,9,19,0
-32,10,19,0
-32,11,19,0
-32,12,19,0
-32,13,19,0
-32,14,19,0
-32,15,19,0
-32,16,19,0
-32,17,19,0
-32,18,19,0
-32,19,19,0
-32,20,19,0
-32,21,19,0
-32,22,19,0
-32,23,19,0
-32,24,19,0
-32,25,19,0
-32,26,19,0
-32,27,19,0
-32,28,19,0
-32,29,19,0
-32,30,19,0
-32,31,19,0
-32,32,19,0
-32,33,19,0
-32,34,19,0
-32,35,19,0
-32,36,19,0
-32,37,19,0
-32,38,19,0
-32,39,19,0
-31,39,19,0
-31,38,19,0
-31,37,19,0
-31,36,19,0
-31,35,19,0
-31,34,19,0
-31,33,19,0
-31,32,19,0
-31,31,19,0
-31,30,19,0
-31,29,19,0
-31,28,19,0
-31,27,19,0
-31,26,19,0
-31,25,19,0
-31,24,19,0
-31,23,19,0
-31,22,19,0
-31,21,19,0
-31,20,19,0
-31,19,19,0
-31,18,19,0
-31,17,19,0
-31,16,19,0
-31,15,19,0
-31,14,19,0
-31,13,19,0
-31,12,19,0
-31,11,19,0
-31,10,19,0
-31,9,19,0
-31,8,19,0
-31,7,19,0
-31,6,19,0
-31,5,19,0
-31,4,19,0
-31,3,19,0
-31,2,19,0
-31,1,19,0
-31,0,19,0
-30,0,19,0
-30,1,19,0
-30,2,19,0
-30,3,19,0
-30,4,19,0
-30,5,19,0
-30,6,19,0
-30,7,19,0
-30,8,19,0
-30,9,19,0
-30,10,19,0
-30,11,19,0
-30,12,19,0
-30,13,19,0
-30,14,19,0
-30,15,19,0
-30,16,19,0
-30,17,19,0
-30,18,19,0
-30,19,19,0
-30,20,19,0
-30,21,19,0
-30,22,19,0
-30,23,19,0
-30,24,19,0
-30,25,19,0
-30,26,19,0
-30,27,19,0
-30,28,19,0
-30,29,19,0
-30,30,19,0
-30,31,19,0
-30,32,19,0
-30,33,19,0
-30,34,19,0
-30,35,19,0
-30,36,19,0
-30,37,19,0
-30,38,19,0
-30,39,19,0
-29,39,19,0
-29,38,19,0
-29,37,19,0
-29,36,19,0
-29,35,19,0
-29,34,19,0
-29,33,19,0
-29,32,19,0
-29,31,19,0
-29,30,19,0
-29,29,19,0
-29,28,19,0
-29,27,19,0
-29,26,19,0
-29,25,19,0
-29,24,19,0
-29,23,19,0
-29,22,19,0
-29,21,19,0
-29,20,19,0
-29,19,19,0
-29,18,19,0
-29,17,19,0
-29,16,19,0
-29,15,19,0
-29,14,19,0
-29,13,19,0
-29,12,19,0
-29,11,19,0
-29,10,19,0
-29,9,19,0
-29,8,19,0
-29,7,19,0
-29,6,19,0
-29,5,19,0
-29,4,19,0
-29,3,19,0
-29,2,19,0
-29,1,19,0
-29,0,19,0
-28,0,19,0
-28,1,19,0
-28,2,19,0
-28,3,19,0
-28,4,19,0
-28,5,19,0
-28,6,19,0
-28,7,19,0
-28,8,19,0
-28,9,19,0
-28,10,19,0
-28,11,19,0
-28,12,19,0
-28,13,19,0
-28,14,19,0
-28,15,19,0
-28,16,19,0
-28,17,19,0
-28,18,19,0
-28,19,19,0
-28,20,19,0
-28,21,19,0
-28,22,19,0
-28,23,19,0
-28,24,19,0
-28,25,19,0
-28,26,19,0
-28,27,19,0
-28,28,19,0
-28,29,19,0
-28,30,19,0
-28,31,19,0
-28,32,19,0
-28,33,19,0
-28,34,19,0
-28,35,19,0
-28,36,19,0
-28,37,19,0
-28,38,19,0
-28,39,19,0
-27,39,19,0
-27,38,19,0
-27,37,19,0
-27,36,19,0
-27,35,19,0
-27,34,19,0
-27,33,19,0
-27,32,19,0
-27,31,19,0
-27,30,19,0
-27,29,19,0
-27,28,19,0
-27,27,19,0
-27,26,19,0
-27,25,19,0
-27,24,19,0
-27,23,19,0
-27,22,19,0
-27,21,19,0
-27,20,19,0
-27,19,19,0
-27,18,19,0
-27,17,19,0
-27,16,19,0
-27,15,19,0
-27,14,19,0
-27,13,19,0
-27,12,19,0
-27,11,19,0
-27,10,19,0
-27,9,19,0
-27,8,19,0
-27,7,19,0
-27,6,19,0
-27,5,19,0
-27,4,19,0
-27,3,19,0
-27,2,19,0
-27,1,19,0
-27,0,19,0
-26,0,19,0
-26,1,19,0
-26,2,19,0
-26,3,19,0
-26,4,19,0
-26,5,19,0
-26,6,19,0
-26,7,19,0
-26,8,19,0
-26,9,19,0
-26,10,19,0
-26,11,19,0
-26,12,19,0
-26,13,19,0
-26,14,19,0
-26,15,19,0
-26,16,19,0
-26,17,19,0
-26,18,19,0
-26,19,19,0
-26,20,19,0
-26,21,19,0
-26,22,19,0
-26,23,19,0
-26,24,19,0
-26,25,19,0
-26,26,19,0
-26,27,19,0
-26,28,19,0
-26,29,19,0
-26,30,19,0
-26,31,19,0
-26,32,19,0
-26,33,19,0
-26,34,19,0
-26,35,19,0
-26,36,19,0
-26,37,19,0
-26,38,19,0
-26,39,19,0
-25,39,19,0
-25,38,19,0
-25,37,19,0
-25,36,19,0
-25,35,19,0
-25,34,19,0
-25,33,19,0
-25,32,19,0
-25,31,19,0
-25,30,19,0
-25,29,19,0
-25,28,19,0
-25,27,19,0
-25,26,19,0
-25,25,19,0
-25,24,19,0
-25,23,19,0
-25,22,19,0
-25,21,19,0
-25,20,19,0
-25,19,19,0
-25,18,19,0
-25,17,19,0
-25,16,19,0
-25,15,19,0
-25,14,19,0
-25,13,19,0
-25,12,19,0
-25,11,19,0
-25,10,19,0
-25,9,19,0
-25,8,19,0
-25,7,19,0
-25,6,19,0
-25,5,19,0
-25,4,19,0
-25,3,19,0
-25,2,19,0
-25,1,19,0
-25,0,19,0
-24,0,19,20
-24,1,19,20
-24,2,19,20
-24,3,19,20
-24,4,19,0
-24,5,19,0
-24,6,19,0
-24,7,19,0
-24,8,19,0
-24,9,19,0
-24,10,19,0
-24,11,19,0
-24,12,19,0
-24,13,19,0
-24,14,19,0
-24,15,19,0
-24,16,19,0
-24,17,19,0
-24,18,19,0
-24,19,19,0
-24,20,19,0
-24,21,19,0
-24,22,19,0
-24,23,19,0
-24,24,19,0
-24,25,19,0
-24,26,19,0
-24,27,19,0
-24,28,19,0
-24,29,19,0
-24,30,19,0
-24,31,19,0
-24,32,19,0
-24,33,19,0
-24,34,19,0
-24,35,19,0
-24,36,19,0
-24,37,19,0
-24,38,19,0
-24,39,19,0
-23,39,19,0
-23,38,19,0
-23,37,19,0
-23,36,19,0
-23,35,19,0
-23,34,19,0
-23,33,19,0
-23,32,19,0
-23,31,19,0
-23,30,19,0
-23,29,19,0
-23,28,19,0
-23,27,19,0
-23,26,19,0
-23,25,19,0
-23,24,19,0
-23,23,19,0
-23,22,19,0
-23,21,19,0
-23,20,19,0
-23,19,19,0
-23,18,19,0
-23,17,19,0
-23,16,19,0
-23,15,19,0
-23,14,19,0
-23,13,19,0
-23,12,19,0
-23,11,19,0
-23,10,19,0
-23,9,19,0
-23,8,19,0
-23,7,19,0
-23,6,19,20
-23,5,19,20
-23,4,19,20
-23,3,19,20
-23,2,19,20
-23,1,19,20
-23,0,19,20
-22,0,19,20
-22,1,19,20
-22,2,19,20
-22,3,19,20
-22,4,19,20
-22,5,19,20
-22,6,19,20
-22,7,19,20
-22,8,19,18
-22,9,19,1
-22,10,19,0
-22,11,19,0
-22,12,19,0
-22,13,19,0
-22,14,19,0
-22,15,19,0
-22,16,19,0
-22,17,19,0
-22,18,19,0
-22,19,19,0
-22,20,19,0
-22,21,19,0
-22,22,19,0
-22,23,19,0
-22,24,19,0
-22,25,19,0
-22,26,19,0
-22,27,19,0
-22,28,19,0
-22,29,19,0
-22,30,19,0
-22,31,19,0
-22,32,19,0
-22,33,19,0
-22,34,19,0
-22,35,19,0
-22,36,19,0
-22,37,19,0
-22,38,19,0
-22,39,19,0
-21,39,19,0
-21,38,19,0
-21,37,19,0
-21,36,19,0
-21,35,19,0
-21,34,19,0
-21,33,19,0
-21,32,19,0
-21,31,19,0
-21,30,19,0
-21,29,19,0
-21,28,19,0
-21,27,19,0
-21,26,19,0
-21,25,19,0
-21,24,19,0
-21,23,19,0
-21,22,19,0
-21,21,19,0
-21,20,19,0
-21,19,19,0
-21,18,19,0
-21,17,19,0
-21,16,19,0
-21,15,19,0
-21,14,19,0
-21,13,19,0
-21,12,19,0
-21,11,19,0
-21,10,19,20
-21,9,19,20
-21,8,19,20
-21,7,19,20
-21,6,19,20
-21,5,19,20
-21,4,19,20
-21,3,19,20
-21,2,19,20
-21,1,19,20
-21,0,19,20
-20,0,19,20
-20,1,19,20
-20,2,19,20
-20,3,19,20
-20,4,19,20
-20,5,19,20
-20,6,19,20
-20,7,19,20
-20,8,19,20
-20,9,19,20
-20,10,19,20
-20,11,19,20
-20,12,19,1
-20,13,19,0
-20,14,19,0
-20,15,19,0
-20,16,19,0
-20,17,19,0
-20,18,19,0
-20,19,19,0
-20,20,19,0
-20,21,19,0
-20,22,19,0
-20,23,19,0
-20,24,19,0
-20,25,19,0
-20,26,19,0
-20,27,19,0
-20,28,19,0
-20,29,19,0
-20,30,19,0
-20,31,19,0
-20,32,19,0
-20,33,19,0
-20,34,19,0
-20,35,19,0
-20,36,19,0
-20,37,19,0
-20,38,19,0
-20,39,19,0
-19,39,19,0
-19,38,19,0
-19,37,19,0
-19,36,19,0
-19,35,19,0
-19,34,19,0
-19,33,19,0
-19,32,19,0
-19,31,19,0
-19,30,19,0
-19,29,19,0
-19,28,19,0
-19,27,19,0
-19,26,19,0
-19,25,19,0
-19,24,19,0
-19,23,19,0
-19,22,19,0
-19,21,19,0
-19,20,19,0
-19,19,19,0
-19,18,19,0
-19,17,19,0
-19,16,19,0
-19,15,19,0
-19,14,19,0
-19,13,19,0
-19,12,19,20
-19,11,19,20
-19,10,19,20
-19,9,19,20
-19,8,19,20
-19,7,19,20
-19,6,19,20
-19,5,19,20
-19,4,19,20
-19,3,19,20
-19,2,19,20
-19,1,19,20
-19,0,19,20
-18,0,19,20
-18,1,19,20
-18,2,19,20
-18,3,19,20
-18,4,19,20
-18,5,19,20
-18,6,19,20
-18,7,19,20
-18,8,19,20
-18,9,19,20
-18,10,19,20
-18,11,19,20
-18,12,19,20
-18,13,19,20
-18,14,19,0
-18,15,19,0
-18,16,19,0
-18,17,19,0
-18,18,19,0
-18,19,19,0
-18,20,19,0
-18,21,19,0
-18,22,19,0
-18,23,19,0
-18,24,19,0
-18,25,19,0
-18,26,19,0
-18,27,19,0
-18,28,19,0
-18,29,19,0
-18,30,19,0
-18,31,19,0
-18,32,19,0
-18,33,19,0
-18,34,19,0
-18,35,19,0
-18,36,19,0
-18,37,19,0
-18,38,19,0
-18,39,19,0
-17,39,19,0
-17,38,19,0
-17,37,19,0
-17,36,19,0
-17,35,19,0
-17,34,19,0
-17,33,19,0
-17,32,19,0
-17,31,19,0
-17,30,19,0
-17,29,19,0
-17,28,19,0
-17,27,19,0
-17,26,19,0
-17,25,19,0
-17,24,19,0
-17,23,19,0
-17,22,19,0
-17,21,19,0
-17,20,19,0
-17,19,19,0
-17,18,19,0
-17,17,19,0
-17,16,19,0
-17,15,19,0
-17,14,19,20
-17,13,19,20
-17,12,19,20
-17,11,19,20
-17,10,19,20
-17,9,19,20
-17,8,19,20
-17,7,19,20
-17,6,19,20
-17,5,19,20
-17,4,19,20
-17,3,19,20
-17,2,19,20
-17,1,19,20
-17,0,19,20
-16,0,19,20
-16,1,19,20
-16,2,19,20
-16,3,19,20
-16,4,19,20
-16,5,19,20
-16,6,19,20
-16,7,19,20
-16,8,19,20
-16,9,19,20
-16,10,19,20
-16,11,19,20
-16,12,19,20
-16,13,19,20
-16,14,19,18
-16,15,19,2
-16,16,19,0
-16,17,19,0
-16,18,19,0
-16,19,19,0
-16,20,19,0
-16,21,19,0
-16,22,19,0
-16,23,19,0
-16,24,19,0
-16,25,19,0
-16,26,19,0
-16,27,19,0
-16,28,19,0
-16,29,19,0
-16,30,19,0
-16,31,19,0
-16,32,19,0
-16,33,19,0
-16,34,19,0
-16,35,19,0
-16,36,19,0
-16,37,19,0
-16,38,19,0
-16,39,19,0
-15,39,19,0
-15,38,19,0
-15,37,19,0
-15,36,19,0
-15,35,19,0
-15,34,19,0
-15,33,19,0
-15,32,19,0
-15,31,19,0
-15,30,19,0
-15,29,19,0
-15,28,19,0
-15,27,19,0
-15,26,19,0
-15,25,19,0
-15,24,19,0
-15,23,19,0
-15,22,19,0
-15,21,19,0
-15,20,19,0
-15,19,19,0
-15,18,19,0
-15,17,19,0
-15,16,19,0
-15,15,19,20
-15,14,19,20
-15,13,19,20
-15,12,19,20
-15,11,19,20
-15,10,19,20
-15,9,19,20
-15,8,19,20
-15,7,19,20
-15,6,19,20
-15,5,19,20
-15,4,19,20
-15,3,19,20
-15,2,19,20
-15,1,19,20
-15,0,19,20
-14,0,19,20
-14,1,19,20
-14,2,19,20
-14,3,19,20
-14,4,19,20
-14,5,19,20
-14,6,19,20
-14,7,19,20
-14,8,19,20
-14,9,19,20
-14,10,19,20
-14,11,19,20
-14,12,19,20
-14,13,19,20
-14,14,19,20
-14,15,19,20
-14,16,19,1
-14,17,19,0
-14,18,19,0
-14,19,19,0
-14,20,19,0
-14,21,19,0
-14,22,19,0
-14,23,19,0
-14,24,19,0
-14,25,19,0
-14,26,19,0
-14,27,19,0
-14,28,19,0
-14,29,19,0
-14,30,19,0
-14,31,19,0
-14,32,19,0
-14,33,19,0
-14,34,19,0
-14,35,19,0
-14,36,19,0
-14,37,19,0
-14,38,19,0
-14,39,19,0
-13,39,19,0
-13,38,19,0
-13,37,19,0
-13,36,19,0
-13,35,19,0
-13,34,19,0
-13,33,19,0
-13,32,19,0
-13,31,19,0
-13,30,19,0
-13,29,19,0
-13,28,19,0
-13,27,19,0
-13,26,19,0
-13,25,19,0
-13,24,19,0
-13,23,19,0
-13,22,19,0
-13,21,19,0
-13,20,19,0
-13,19,19,0
-13,18,19,0
-13,17,19,0
-13,16,19,2
-13,15,19,20
-13,14,19,20
-13,13,19,20
-13,12,19,20
-13,11,19,20
-13,10,19,20
-13,9,19,20
-13,8,19,20
-13,7,19,20
-13,6,19,20
-13,5,19,20
-13,4,19,20
-13,3,19,20
-13,2,19,20
-13,1,19,20
-13,0,19,20
-12,0,19,20
-12,1,19,20
-12,2,19,20
-12,3,19,20
-12,4,19,20
-12,5,19,20
-12,6,19,20
-12,7,19,20
-12,8,19,20
-12,9,19,20
-12,10,19,20
-12,11,19,20
-12,12,19,20
-12,13,19,20
-12,14,19,20
-12,15,19,20
-12,16,19,12
-12,17,19,0
-12,18,19,0
-12,19,19,0
-12,20,19,0
-12,21,19,0
-12,22,19,0
-12,23,19,0
-12,24,19,0
-12,25,19,0
-12,26,19,0
-12,27,19,0
-12,28,19,0
-12,29,19,0
-12,30,19,0
-12,31,19,0
-12,32,19,0
-12,33,19,0
-12,34,19,0
-12,35,19,0
-12,36,19,0
-12,37,19,0
-12,38,19,0
-12,39,19,0
-11,39,19,0
-11,38,19,0
-11,37,19,0
-11,36,19,0
-11,35,19,0
-11,34,19,0
-11,33,19,0
-11,32,19,0
-11,31,19,0
-11,30,19,0
-11,29,19,0
-11,28,19,0
-11,27,19,0
-11,26,19,0
-11,25,19,0
-11,24,19,0
-11,23,19,0
-11,22,19,0
-11,21,19,0
-11,20,19,0
